name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at,latitude,longitude
Nhà phố Hoàng Hoa Thám - Quận Ba Đình - 38m2 - 3 tầng - MT 3m8 - Nở hậu - Giá 2tỷ850,"Bán nhà phố Hoàng Hoa Thám - Quận Ba Đình. + 38m2 - 3 tầng - MT 3m8. + Cách phổ 50m. + Đầy đủ giấy phép xây dựng. + Chủ tự xây tâm huyết kiên cố - đẹp. + Tiện ích xung quanh bạt ngàn. + Hàng xóm thân thiện, an ninh tuyệt đối. + Chủ nhà thiện trí bán. + Pháp lý chuẩn. + Giá chào 2tỷ850. + Liên hệ [phone_number]",Nhà,Hà Nội,Ba Đình,Ngọc Hà,Hoàng Hoa Thám,,5094736000,38.0,3.0,3.8,,,2.0,3.0,,,2025-08-13T07:43:28.152000,21.019955,105.851765
Chủ nhà gửi bán Shophouse 1A Swanpark - mặt tiền trục đường 60m xuyên tâm giá từ 12 tỷ,"Chủ nhà gửi bán Shophouse 1A Swanpark. Vị trí: Mặt tiền trục đường 60m xuyên tâm tương lai kết nối Phước An Đại Phước, đón đầu tiềm năng tăng giá khi hạ tầng hoàn thiện. Diện tích: 155 - 195m2. Kết cấu: 1 trệt, 1 lửng, 3 lầu. Giá bán: Chỉ từ 12 tỷ. Lý do nên sở hữu Shophouse 1A ngay hôm nay: Pháp lý dự kiến gỡ vào Q4/2025, an toàn pháp lý, yên tâm đầu tư. Trục đường chính lưu thông toàn dự án, giá trị thương mại cực cao. Hạ tầng kết nối về TP. HCM & sân bay Long Thành đang tăng tốc. Thị trường tài chính ổn định, thời điểm vàng để xuống tiền. Liên hệ ngay để nhận giỏ hàng đẹp nhất!",Shophouse,Đồng Nai,Nhơn Trạch,Phú Thạnh,Tôn Đức Thắng,Khu đô thị Swan Park,14820699200,195.0,4.0,7.2,,60.0,3.0,3.5,,,2025-08-01T13:40:11.823000,10.966388,106.85389
"Vị trí hiếm nhà bán tại khu đô thị La Casta Văn phú, chính chủ nhờ em bán giá cực tốt","- Một căn duy nhất còn sót lại tại khu đô thị La Casta, diện tích 72,5m2. Vị trí kinh doanh mọi loại hình giá 19,5 tỷ có thương lượng. Quý khách quan tâm về kdt có thể gọi em để được tư vấn. - Căn liền kề hưởng trọn tiện ích của Khu đô thị đẳng cấp đáng sống nhất hà đông, giao thông vô cùng thuận tiện, gần siêu thị Metro, công viên nhạc nước, gần trường quốc tế Marie Curie... - Quý anh chị có nhu cần LH em Hà: [phone_number]Em Hà chuyên liền kề, biệt thự Hà Đông). - Bất động sản luôn là kênh tài chính trú ẩn an toàn và lợi nhuận nhất mọi thời điểm.",Biệt thự/Nhà liền kề,Hà Nội,Hà Đông,Phú La,Lê Trọng Tấn,Daewoo Cleve (La Casta Văn Phú),17843414062,72.5,5.0,5.0,,,5.0,5.0,Đông Bắc,Đông Bắc,2025-08-21T15:23:44.985000,20.96993,105.791618
"DT 110 m2 2 tỷ nhỉnh, sổ đỏ sẵn sàng giao dịch luôn. Đuong ô tô tránh KV lõi cư dân Hoà Thạch","DT 110 m2 2 tỷ nhỉnh. Sổ đỏ sẵn sàng giao dịch luôn. Đường ô tô tránh kv lõi cư dân Hoà Thạch. Anh chị QT LH E [phone_number] QL 21 - dòng chảy. Metro chạy qua, QL 21A, và 421 và tuyến, 5 Văn Cao Hoà Lạc - giai đoạn 2026 - 2030 mở rộng nhiều tuyến đường - gần FPT. - Gần đại học quốc gia. - Bệnh viện y tế được mở ra. 5 phút ra Đại Lộ Thăng Long. Ac đầu tư LH e [phone_number] Luôn để được hỗ trợ khu vực tiềm năng phát triển mạnh.",Đất,Hà Nội,Quốc Oai,Phú Cát,Quốc lộ 21A,,10811625000,110.0,0.0,,,,0.0,0.0,,,2025-08-05T13:21:44.036000,21.019464,105.837468
"Cần bán đất 2 mặt tiền Hương Lộ 11, Bình Chánh DT 10x36m. Gần bến xe & khu công nghiệp","Cần bán lô đất 2 mặt tiền đường Hương Lộ 11 (Đoàn Nguyễn Tuấn), Bình Chánh. Diện tích: 10x36m (350m²), vị trí đẹp, giao thông thuận tiện. Cách bến xe buýt Hưng Long 20m, trường THCS Qui Đức 400m, KCN Tân Kim 1.8km. Phù hợp xây ở, đầu tư hoặc kinh doanh. Giá bán: 8.6 tỷ (thương lượng). Liên hệ chính chủ: [phone_number]hoa hồng 1% cho người giới thiệu).",Đất,Hồ Chí Minh,Bình Chánh,,,,38670625000,350.0,0.0,,,,0.0,0.0,,,2025-08-06T08:06:53.625000,10.766204,106.692449
"Ngộp bank cần bán gấp biệt thự 4 tầng, KDC Intresco 13E Phong Phú, Bình Chánh, 242m2, 12tỷ500","- Diện tích: Ngang 11 dài 20m, khu phân lô, xung quanh toàn biệt thự, nhiều cây xanh, Không khí trong lành mát mẻ. Cư dân hơn 40%. - Kết cấu: 1 trệt, 1 lửng, 1 lầu và áp mái. Giao nhà thô bên trong hoạn thiện bên ngoài. - Vị trí nằm trên đường Nguyễn Văn Linh gần ngã tư Quốc Lộ 50, dự án đồng bộ về quy hoạch và hạ tầng xung quanh. Đối diện KDC 13B Conic, KDC 13C Greenlife. Cách Q 5 - Thuận Kiều Plaza 15p xe máy. Cách cầu Nguyễn Văn Cừ - chợ Bến Thành 15p. Cách Phú Mỹ Hưng Q7 6 km. - Tiện ích gần các trường đại học lớn như Kinh Tế Tp. HCM, Văn Hiến, Kinh Tế Tài Chính, cao đẳng Kiến Trúc TPHCM, mật mã quân đội, Tân Tạo, có trường tiểu học chuẩn quốc gia năm 2021 đi vào hoạt động. Trường quốc tế ARS đối diện. - Pháp lý chuẩn, sổ vuông vức, sẵn sàng công chứng ngay. - Lh: Duy Dũng.",Biệt thự/Nhà liền kề,Hồ Chí Minh,Bình Chánh,Phong Phú,Nguyễn Văn Linh,KDC Làng Việt Kiều Phong Phú 13E,44052941875,242.0,4.0,11.0,,20.0,4.0,4.0,Nam,Nam,2025-08-15T16:16:15.311000,10.77806,106.707497
"Siêu phẩm nghỉ dưỡng mới ra lò sẵn sổ công chứng ở Ba Trại. Cách Hồ Suối Hai 200m, TL87A khoảng 1km","Siêu phẩm nghỉ dưỡng mới ra lò, sẵn sổ công chứng luôn. - Đất tại thôn 7, Suối Hai, Hà Nội (xã Ba Trại cũ). + Lô số 1: Lô góc 2 mặt tiền siêu thoáng, diện tích 403,3m2 - giá 2,6 tỷ. + Lô số 2: Diện tích 300m2, mặt tiền gần 16m - giá 2,1 tỷ. + Lô số 3: Diện tích 300m2, mặt tiền gần 19m - giá 1,87 tỷ. + Lô số 4: Diện tích 300m2, mặt tiền hơn 23m - giá 2,1 tỷ. + Lô số 5: Lô góc 2 mặt tiền ngã 3 đường siêu đẹp, diện tích 355m2 - giá 2,3 tỷ. - Mỗi lô có 150m2 đất ở, còn lại là đất vườn. - Địa thế cao ráo, pháp lý ranh giới rõ ràng. - Đường bê tông, 2 xe ô tô tránh nhau. - Tiện ích: Gần chợ, cây xăng, siêu thị, trường học. - Vị trí cách Hồ Suối Hai khoảng 200m, cách TL87A khoảng 1km. - Không gian yên bình, view thoáng mát. - Mảnh đất phù hợp đầu tư - nghỉ dưỡng. Liên hệ (zalo): [phone_number]",Đất,Hà Nội,Ba Vì,Ba Trại,,,27515750000,300.0,0.0,,,,0.0,0.0,,,2025-08-22T03:14:51.438000,21.019602,105.846553
"Chính chủ bán nhà 4 tầng đường Phan Thành Tài, Hải Châu, Đà Nẵng.","Chính chủ bán nhà 4 tầng đường Phan Thành Tài, Hải Châu, Đà Nẵng. - Vị trí nằm giữa lòng trung tâm của TP. Vuông góc với đường 2 tháng 9. Chỉ 2 phút đi bộ xuống phố đi bộ Bạch Đằng, gần cầu Rồng, cầu Trần Thị Lý. 5 phút ra sân bay - Có thể vừa kinh doanh vừa cho thuê - Dt: 77m ngang 5,4m - Hướng bắc - Giá: 15,9 tỷ (có thương lượng) - Liên hệ Thùy Linh [phone_number]",Nhà,Đà Nẵng,Hải Châu,,,,10731166800,77.0,4.0,5.4,,,4.0,3.0,Bắc,,2025-08-05T09:41:41.029000,16.045805,108.213467
Bán đất gấp 12m x 45m có 200 TC ngay văn phòng ấp khu phố Hòa Lợi An Hòa Trảng Bàng,"Bán đất gấp 12m x 45m, diện tích 540m2 có 200m2 thổ cư. Vị trí ngay văn phòng ấp khu phố hòa lợi an hòa trảng bàng.. Đường xe ben thông tứ hướng 185tr mét còn thương lượng LH[phone_number]",Đất,Tây Ninh,Trảng Bàng,An Hòa,,,11797920000,540.0,0.0,12.0,,,0.0,0.0,,,2025-08-28T01:42:41.584000,11.31976,106.105455
Lô góc Hoa Bằng 210m2 2 thoáng hai căn trên đất kinh doanh view thoáng 59 tỷ,"Lô góc Hoa Bằng 210m2 2 thoáng hai căn trên đất kinh doanh view thoáng 59 tỷ (ĐCG50100421). Diện tích: 210m², thế đất vuông vắn, cực hiếm. Kết cấu: Gồm 2 căn trên cùng 1 lô. Mặt phố: Nhà cấp 4 cũ đang kinh doanh bánh. Phía sau: Nhà 5 tầng, mỗi tầng thiết kế 2 phòng lớn (3040m²), cực kỳ thoáng. Giá bán: 59 tỷ (có thương lượng). Ưu điểm nổi bật: Lô góc 2 mặt thoáng vị trí trung tâm Cầu Giấy tuyến phố đông dân, kinh doanh sầm uất. Đường thông vỉa hè rộng phù hợp xây dựng tòa nhà văn phòng, căn hộ dịch vụ, nhà hàng, Pháp lý: Sổ đỏ chính chủ sẵn sàng giao dịch. Liên hệ em Hương Chuyên BĐS Nhà phố Hà Nội, các khu vực: Liên hệ để xem nhà ngay!",Đất,Hà Nội,Cầu Giấy,Yên Hòa,Hoa Bằng,,39452875000,210.0,0.0,,,,0.0,0.0,,,2025-08-05T09:31:56.741000,21.05005,105.775432
Scenic Valley Phú Mỹ Hưng căn hộ lầu cao view sông bán,Căn hộ lầu cao Scenic Valley - view nhìn Hồ Bán Nguyệt cực đẹp bán. Diện tích: 71m2 thiết kế 1 phòng ngủ 1wc. Có sẵn ô xe riêng. HĐMB. Chào bán 6.6tỷ thương lượng. Liên hệ xem nhà: Thanh Xuân PMH [phone_number],Căn hộ chung cư,Hồ Chí Minh,7,Tân Phú,,Scenic Valley,8047832100,77.0,7.0,,,,1.0,1.0,,,2025-08-26T09:27:43.213000,10.741457,106.732053
"Bán CC đẹp 32m2 tại Đa Tốn, Gia Lâm, HN, giá 2,75 tỷ, nhiều tiện ích hàng hot","Căn hộ chung cư 32m2 tại Đa Tốn, Gia Lâm, Hà Nội, đang được bán với giá 2,75 tỷ. Không chỉ sở hữu vị trí cực kỳ thuận lợi, căn hộ này còn mang lại phong cách sống hiện đại, phù hợp với giới trẻ. - Thiết kế hiện đại, không gian thoáng đãng. - Nhiều tiện ích xung quanh, đáp ứng nhu cầu sống thoải mái. - Gần các siêu thị, trường học chất lượng. Tiện ích xung quanh: - Siêu thị utimart S218 Vinhomes Ocean Park. - Trường The Dewey Schools Ocean Park, Gia Lâm. - Trường Trung học cơ sở Đa Tốn. - Brighton College Vietnam. Liên hệ ngay để biết thêm thông tin chi tiết! Mạnh Duy vinhomes.",Căn hộ chung cư,Hà Nội,Gia Lâm,Dương Xá,,Vinhomes Ocean Park,3134020000,32.0,7.0,,,,2.0,2.0,,,2025-08-29T09:02:50.703000,21.043656,105.869784
"Bán nhà đẹp ngay Gigamall Khu Bên Sông Phường Hiệp Bình Chánh, Tp Thủ Đức, TP HCM","- Bán biệt thự mini - khu bên sông - Phường Hiệp Bình Chánh, Tp Thủ Đức. - Vị trí: Khu bờ sông mát mẻ, dân trí cao, cực kỳ yên tĩnh và thoáng mát. Giáp trung tâm thương mại Gigamall. Diện tích: 138,5m2 (7,5m x 20m). (136.5m2 TC). Kết cấu: 1 trệt, 2 lầu, sân thượng đúc thật. Tổng 5 phòng ngủ lớn. - Chi tiết căn nhà. - Tầng trệt: Phòng khách rộng rãi, bếp hiện đại thông thoáng, sân trước đậu được 2 ô tô và nhiều xe máy. - Hẻm trước nhà rộng 5m. Có sân sau rộng và bếp phụ tiện lợi. - Lầu 1: 2 phòng ngủ lớn có WC riêng, 1 phòng master cực rộng với hệ tủ kệ âm tường và WC lớn. - Lầu 2: 2 phòng ngủ lớn có WC riêng, 1 phòng thờ, 1 khu giặt phơi riêng biệt. Sân thượng: Đổ bê tông toàn sàn, chắc chắn. - Giá bán: 15,8 Tỷ (thương lượng). LH:",Nhà,Hồ Chí Minh,Thủ Đức,Hiệp Bình Chánh,,,24023385625,138.5,4.0,7.5,,5.0,5.0,5.0,,,2025-08-30T21:40:36.890000,10.864693,106.74697
Bán nhà mặt phố đường 10m5 võ văn ngân - gần sân vận động hòa xuân,"BÁN NHÀ MẶT HỐ KIÊN CỐ TRUNG TÂM HÒA XUÂN ĐƯỜNG 10M5 Giá chỉ: 5.75 tỷ (thương lượng) Vị trí siêu đẹp: Nằm ngay khu trung tâm Hòa Xuân, Cẩm Lệ, Đà Nẵng Đường trước nhà rộng 10m5, có vỉa hè thông thoáng Gần chợ, trường học, sân vận động, và bao la tiện ích xung quanh Nhà 2 tầng kiên cố, đầy đủ công năng, thích hợp an cư hoặc đầu tư sinh lời. Khu dân cư đông đúc, an ninh tốt Giao thông thuận tiện kết nối nhanh ra các trục chính Pháp lý sổ đỏ, công chứng nhanh ----- Liên hệ để xem và làm việc Call/Zalo : O96716O99O Lê Ân DANALAND #Sàn giao dịch BĐS Thiên Ân Holdings chuyên nhận ký gởi mua bán, cho thuê nhà, đất, căn hộ và khách sạn TP Đà Nẵng. Hỗ trợ thủ tục pháp lý",Nhà,Đà Nẵng,Cẩm Lệ,Hòa Xuân,,,7873880000,100.0,4.0,5.0,,,3.0,2.0,Đông,,2025-08-02T13:53:29.568000,16.01797,108.198888
"Bán Đất đẹp tại Lê Văn Tâm, 6,8 tỷ, 90 m2, Ngũ Hành Sơn, Đà Nẵng","Đất nền có vị trí đẹp nằm tại Đường Lê Văn Tâm, Phường Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng. Diện tích 90 m2 với giá chỉ 6,8 tỷ VND. Đây là cơ hội tuyệt vời cho những ai đang tìm kiếm một nơi an cư lý tưởng. - Diện tích: 90m2 - Giá: 6,8 tỷ VND - Hướng cửa chính: Tây Bắc - Chiều ngang mặt tiền: 5m - Chiều rộng ngõ trước: 7,5m Điểm cộng: - Pháp lý đầy đủ, đảm bảo an toàn cho giao dịch. - Mặt tiền thuận lợi cho việc kinh doanh hoặc cho thuê. - Ngõ vào rộng rãi, thuận tiện cho xe ô tô di chuyển. Gần các tiện ích như: + Gần siêu thị mẹ và bé Skymart, Con Cưng, Putinbaby. + Gần bệnh viện Mắt Sài Gòn Sông Hàn, Bệnh viện Phụ sản - Nhi Đà Nẵng. + Có nhiều trường học và công viên xung quanh. Đừng bỏ lỡ cơ hội sở hữu mảnh đất đẹp này. Liên hệ ngay để được tư vấn miễn phí qua số [phone_number] hoặc gặp Thắng - Nam Phúc.",Đất,Đà Nẵng,Ngũ Hành Sơn,Khuê Mỹ,Lê Văn Tâm,,6721400000,90.0,0.0,5.0,,,0.0,0.0,Tây Bắc,,2025-08-30T04:59:29.700000,16.042451,108.224265
"Bán nhà mới 1T2L 4x15m hoàn công, đường N4 KDC Phú Gia Huy p. Bình Chuẩn, full nội thất","Vị trí có vướng tụ điện, nhà mới, hoàn công, tặng full nội thất, giá 4.6 tỷ và còn thương lượng chủ. - Địa chỉ: Đường N4, KDC Phú Gia Huy, P. Bình Chuẩn TP. Thuận An, Bình Dương. - Sổ hồng riêng, hỗ trợ sang tên miễn phí. - Diện tích: 60m2(4x15m), thổ cư 100%. - Thiết kế: Nhà 1 trệt 2 lầu gồm sân thượng, sân xe, phòng khách, nhà ăn, 4 phòng ngủ, 4wc, phòng thờ. - Hướng Bắc. - Đường rộng 12m (lòng đường 6m, vỉa hè 3m). - Trường mầm non Bác Học 3 lớn nằm ngay trong khu dân cư. - Cách chợ Phú Phong và Ngã 4 Miếu Ông Cù chỉ 500m. - Hỗ trợ vay ngân hàng. (sổ đang hoàn công). ------------------------------- Xem hơn 15 nhà đất KDC Phú Hồng Thịnh 8 - PGH - PH: cuongbds.vn/pht8 Xem hơn 30 nhà mới TP. Thuận An: cuongbds.vn/nmt Xem hơn 45 nhà hoàn công TP. Thuận An: cuongbds.vn/hct",Nhà,Bình Dương,Thuận An,Bình Chuẩn,,,4393624000,60.0,4.0,4.0,,,4.0,4.0,Bắc,,2025-08-01T09:29:32.407000,10.965318,106.669289
"Bán căn hộ trung tâm Nha Trang, CT1 Phước Hải, tầng 5, DT 61,8m2, giá 2,860tỷ","Bán căn hộ trung tâm Nha Trang, CT1 Phước Hải, tầng 5. - Diện tích: 61.8m2, ban công Đông Bắc tài lộc, phòng khách thênh thang, 2 ngủ rộng, 1wc. Chủ đầu tư: VCN uy tín số 1 Nha Trang. - Pháp lý: Sổ hồng cầm tay. - Tiện ích: Khu dân cư hiện hữu, bệnh viện, trường học, siêu thị, cà phê, nhà hàng, sân chơi trẻ em, an ninh 24/7. - Full thiết bị điện tử: Tv, tủ lạnh, 2 điều hoà, khoá từ thông minh, bếp từ, bình nóng lạnh, Thiết bị vệ sinh mới đẹp. - Giá bán: 2tỷ860(bớt lộc)Giá bao phí. Liên Hệ: Ms Châu.",Căn hộ chung cư,Khánh Hòa,Nha Trang,Phước Hải,Cao Bá Quát,Chung cư CT1 VCN Phước Hải,3012832000,61.8,7.0,,,,2.0,1.0,Nam,Đông - Bắc,2025-08-11T10:31:31.048000,12.239547,109.19052
Penhouse dự án Hiyori sông Hàn hàng hiếm có 1 không 2. Không dành cho số ít. Nhanh tay liên hệ ngay,"Cần bán gấp căn penhouse dự án Hiyori 130m2 view sông Hàn. Nội thất hình ảnh như hình, liên hệ xem nhà ngay[phone_number] em Minh.",Căn hộ chung cư,Đà Nẵng,Sơn Trà,,,Hiyori Garden Tower,10133796800,130.0,7.0,,,,3.0,3.0,Tây Nam,Đông Bắc,2025-08-04T14:51:45.116000,16.116852,108.260652
"Bán nhà phân lô Khuất Duy Tiến Thanh Xuân, ô tô tránh đỗ, thích hợp ở yên tĩnh và làm VP cực đẹp","Chủ nhà người quen đang cần tiền nên gửi bán nhanh căn nhà phân lô Khuất Duy Tiến, Thanh Xuân. - Diện tích: 58m2 - Nhà xây 5 tầng thích hợp vừa ở yên tĩnh, vừa làm văn phòng cực đẹp. - Vị trí khu phân lô cán bộ rất đẹp, đi đâu cũng tiện - Đường xe tải tránh nhau, trong nhà Gara ô tô 7 chỗ thoải mái. - Sổ đỏ vuông đẹp trước sau - Giá 18.5 tỷ (có thương lượng) Liên hệ E Duyên xem nhà và được tư vấn miễn phí:",Nhà,Hà Nội,Thanh Xuân,Nhân Chính,Khuất Duy Tiến,,13106857000,58.0,5.0,4.5,,8.0,4.0,3.0,,,2025-08-05T08:33:05.579000,21.002279,105.798913
Chỉ dành cho người mua biết thưởng thức biệt thự đẳng cấp ngay lâu đài phú lương giá chỉ hơn 30,"Không gian sống lý tưởng hoàn thiện chuẩn resort sẵn sàng xách vali về ở! Bán biệt thự Hà Đông VIP BT13 Căn biệt thự tâm huyết nhất khu, nằm ngay cạnh tòa lâu đài biểu tượng của Phú Lương, thiết kế sang trọng, nội thất cao cấp, tinh tế đến từng chi tiết Vị trí kim cương: Mặt đường nội khu rộng, vài bước ra trục chính 30m Gần công viên Văn Phú, vườn hoa, hồ điều hoà Giao thông thuận tiện, kết nối nhanh Quang Trung Văn Phú Aeon Mall Thiết kế khác biệt Không gian sống nâng tầm giá trị: Diện tích đất lớn, sân vườn trước sau thoáng mát Phòng khách rộng tiếp khách sang trọng Khu bếp hiện đại nơi chị em nội trợ đắm say 4PN khép kín, WC có bồn tắm sục nghỉ dưỡng tại gia An sinh tuyệt đối Hàng xóm đẳng cấp, môi trường sống văn minh Khu biệt thự đã về ở đông dân trí cao, cực an ninh Không gian sống yên tĩnh, riêng tư không khí trong lành Pháp lý rõ ràng sổ đỏ để két sẵn sàng công chứng Chủ nhà thành đạt, chuyển sang căn biệt thự lớn hơn cực thiện chí Liên hệ ngay Ms. Oanh [phone_number] Chuyên biệt thự & liền kề Hà Đông thông tin",Biệt thự/Nhà liền kề,Hà Nội,Hà Đông,Phú Lương,,Khu đô thị Phú Lương,39835312500,200.0,4.0,10.0,,,5.0,5.0,,,2025-08-03T17:38:14.331000,20.970649,105.794372
Shophouse góc VIP nhất dự án Golden Point,"* Bán căn Shophouse góc đẹp nhất dự án Golden Point: - Diện tích: 130m2. Cao 4 tầng. - Hướng: Tây Bắc. - Giá: 12 tỷ. * Căn Shophouse hai mặt tiền tuyệt đẹp có một không hai; đối diện là công viên Thời Đại to nhất dự án, một mặt đối diện với khu dân cư đông đúc thuận tiện để kinh doanh, buôn bán. Sản phẩm này phù hợp tất cả mọi nhu cầu của khách đầu tư hoặc định cư: Tiềm năng tăng giá cao - lãi vốn (sản phẩm hiếm, vị trí VIP); khả năng khai thác về dòng tiền - cho thuê rất dễ. Để ở thì không còn điểm gì để chê. * Quý khách có nhu cầu sở hữu liên hệ ngay:",Shophouse,Hải Phòng,Kiến An,Đồng Hòa,Bùi Viện,Golden Point Đồng Hòa,11892727200,130.0,4.0,8.0,,15.0,3.0,3.5,Tây - Bắc,Tây - Bắc,2025-08-07T10:34:40.918000,20.8515,106.686828
Cần bán CHCC Đức Khải 2Pn view sông 2.320 - [phone_number],Cần bán căn hộ chung cư Đức Khải Thiết kế : 2PN2WC Nhà trống - view sông Giá : 2.320 ( bao thuế phí ),Căn hộ chung cư,Hồ Chí Minh,7,Phú Mỹ,Nguyễn Lương Bằng,The Era Town,5985740000,67.0,7.0,,,,2.0,2.0,,,2025-08-02T09:01:14.992000,10.719625,106.719592
"Bán lô góc 5.5x15.5m, hẻm Phạm Văn Diêu, p. Tân Hạnh","Hẻm thông, sâu 600m, rộng 4m đến 6m (trước đất 4m), xây dựng tự do, giá 1.7 tỷ và còn thương lượng chủ. Địa chỉ: Hẻm Phạm Văn Diêu, P. Tân Hạnh, TP. Biên Hòa, Đồng Nai. Sổ hồng riêng, hỗ trợ sang tên miễn phí. Diện tích: 90m2 (5.5x15.5m, nở hậu 6m), thổ cư 100%. - Hướng Đông Bắc. Cách Trường Đại Học Lạc Hồng cơ sở 5 chỉ 1.8km. Cách Khu Du Lịch Bửu Long 2.2km. Cách Ngã Tư Chiêu Liêu và Chợ Đông Thành 3km. Hỗ trợ vay ngân hàng. (sổ đang cập nhật thể hiện đường). ------------------------------- Xem hơn 25 nhà đất Biên Hòa: cuongbds.vn/dn. Xem hơn 1000 nhà đất Dĩ An & Thuận An: cuongbds.vn.",Đất,Đồng Nai,Biên Hòa,Tân Hạnh,Phạm Văn Diêu,,3142400000,90.0,0.0,5.5,,4.0,0.0,0.0,Đông - Bắc,,2025-08-28T16:57:26.553000,10.965963,106.829839
"Võng Thị - Thụy Khuê - Tây Hồ 32m2 đất - 5,6tỷ thửa đất vuông kích thước 4.4mx7.1m - ngõ bagac","Võng Thị - Thụy Khuê - Tây Hồ 32m2 đất - 5,6 tỷ thửa đất vuông kích thước 4.4m x 7.1m - ngõ bagac - sân để xe rộng - 2 thoáng. + Nhà vị trí thuộc phố Thụy Khuê thông sang Võng Thị, Trích Sài, cách mặt hồ Tây vài phút đi bộ thể dục là tới, ngõ thông nhiều lối ra vào tứ tung, trước nhà có khoảng sân chung rộng rãi của 3 nhà để xe máy thoải mái ban ngày, an ninh an toàn tốt. + Khu vực gần Hồ Tây - Võng Thị - Trích Sài không khí thoáng đãng, hiếm nhà bán. + Nhà cấp 4, chủ không có điều kiện xây lại nên xác định bán để mua chung cư ở. + Sổ đỏ chính chủ, thửa đất vuông vắn, sẵn sàng giao dịch ngay. Liên hệ ngay E Định [phone_number]",Nhà,Hà Nội,Tây Hồ,Thụy Khuê,Thụy Khuê,,5244424000,32.0,2.0,4.4,,,2.0,2.0,,,2025-08-26T14:22:42.721000,21.073278,105.830167
"Chính chủ bán Duplex 202 Zeit River Thủ Thiêm, bao giá thị trường, View sông","Chính chủ bán căn hộ Duplex 202 Zeit River Thủ Thiêm, Sản phẩm khan hiếm tại dự án này, view sông tuyệt đẹp. Đi định cư nên cần bán cho khách thiện chí, giá tốt nhất thị trường. + Tầng cao, view sông + thành phố, thoáng, đẹp. + Diện tích: 215m2, thiết kế cơ bản 4 phòng ngủ, 4 wc, có thể bố trí lại phòng theo ý khách hàng. + Nhà thô, trần cao 6m, tiện cho chủ nhân thiết kế theo ý. + Vị trí đắc địa, sản phẩm khan hiếm tại khu Vip Sài Thành. + Sản phẩm dành cho giới thượng lưu. + Giá: 48 tỷ, chính chủ, + Tùy thanh toán, mức độ thiện chí của khách hàng có giá tốt. + Em chủ: - Giữ chìa khóa, xem nhà thoải mái. + Trân trọng.",Căn hộ chung cư,Hồ Chí Minh,,,,Thủ Thiêm Zeit River,34564461000,215.0,7.0,,,,4.0,4.0,,Tây,2025-08-16T17:38:22.593000,10.77922,106.709903
"Bán biệt thự lâu đài Hàm Nghi, Nam Từ Liêm - dt 300m2 mt 14m, 6t chỉ dành cho giới tinh hoa 100 tỷ","Bán biệt thự lâu đài Hàm Nghi - siêu phẩm duy nhất chỉ dành cho giới tinh hoa tại khu đô thị HD Mon, Mỹ Đình. Diện tích: 300m², mặt tiền: 14m. Kết cấu: 5 tầng + 1 hầm. Vị trí: Nằm trong tổ hợp siêu biệt thự lâu đài chỉ 20 căn đẳng cấp nhất khu vực Hàm Nghi Mỹ Đình, giáp 3 trục đường lớn trung tâm là Lê ĐỨC Thọ, Nguyễn Cơ Thạch, Hàm Nghi.. Cách Vin Hàm Nghi 300m, xung quanh là KDT Mỹ Đình toàn doanh nhân và quan chức ở.. Căn nằm phía ngoài, vị trí đẹp hiếm có, phù hợp kinh doanh, cho thuê văn phòng, spa, nhà hàng cao cấP, trụ sở cty.. Thiết kế chuẩn biệt thự lâu đài: Tầng hầm: Để xe rộng rãi. Tầng 1: Phòng khách + Bếp + 1 phòng ngủ. Tầng 2, 3: 6 phòng ngủ lớn, đầy đủ WC khép kín. Tầng 4: Phòng thờ linh thiêng + sân phơi. Tầng 5: Kho & phòng kỹ thuật thang máy. Gía bán 100 tỷ có thương lượng, hỗ trợ ngân hàng lên đến 70%. Pháp lý chuẩn chỉnh: Sổ đỏ đẹp cất két. Giá bán đang thấp hơn 10% so với các căn cùng khu Cơ hội sở hữu đỉnh cao với mức đầu tư tối ưu! Đây là dòng sản phẩm chỉ dành cho tầng lớp Đại Tinh Hoa, nơi hội tụ đẳng cấp sống và giá trị thương mại vượt trội. Liên hệ ngay em Hùng để nhận thông tin chi tiết và xem nhà thực tế! Zalo/SĐT [phone_number]",Biệt thự/Nhà liền kề,Hà Nội,Nam Từ Liêm,Mỹ Đình 2,Lê Đức Thọ,Mon City,81759781250,300.0,6.0,14.0,,,4.0,5.0,,,2025-08-13T23:07:47.920000,21.013939,105.863435
