name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,area,floor_count,bedroom_count,bathroom_count,latitude,longitude,price,is_market_coverage
Nhà Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đà Nẵng,Cẩm Lệ,,,,45.0,4.0,5.0,1.0,16.050713,108.185297,4142557778,True
Nhà Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đà Nẵng,Cẩm Lệ,,,,60.0,5.0,1.0,1.0,16.037527,108.21519,5326268921,True
Nhà Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đà Nẵng,Cẩm Lệ,,,,80.0,4.0,4.0,4.0,16.060751,108.225898,7900478924,True
Nhà Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đà Nẵng,Cẩm Lệ,,,,120.0,3.0,1.0,1.0,16.030419,108.203385,10489654918,True
Nhà Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đà Nẵng,Cẩm Lệ,,,,180.0,3.0,3.0,1.0,16.058776,108.226497,16635982089,True
Shophouse Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Hải Châu,,,,45.0,5.0,5.0,3.0,16.035145,108.182868,6238915671,True
Shophouse Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Hải Châu,,,,60.0,2.0,3.0,3.0,16.047251,108.19023,7425458974,True
Shophouse Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Hải Châu,,,,80.0,5.0,1.0,3.0,16.054997,108.227638,10953829708,True
Shophouse Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Hải Châu,,,,120.0,3.0,5.0,2.0,16.029538,108.212422,16161948205,True
Shophouse Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Hải Châu,,,,180.0,3.0,2.0,1.0,16.047235,108.196607,24106310530,True
Shophouse Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Sơn Trà,,,,45.0,4.0,4.0,2.0,16.059303,108.222676,6128360996,True
Shophouse Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Sơn Trà,,,,60.0,4.0,1.0,4.0,16.024514,108.206547,7986498536,True
Shophouse Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Sơn Trà,,,,80.0,1.0,3.0,1.0,16.060673,108.210449,8985406926,True
Shophouse Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Sơn Trà,,,,120.0,3.0,1.0,1.0,16.032791,108.212926,15297767348,True
Shophouse Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Sơn Trà,,,,180.0,3.0,1.0,4.0,16.060229,108.224825,22087747069,True
Shophouse Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Cẩm Lệ,,,,45.0,3.0,4.0,2.0,16.044011,108.196866,5722088342,True
Shophouse Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Cẩm Lệ,,,,60.0,1.0,1.0,1.0,16.056996,108.22061,6550669362,True
Shophouse Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Cẩm Lệ,,,,80.0,4.0,5.0,4.0,16.04587,108.216574,11145208112,True
Shophouse Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Cẩm Lệ,,,,120.0,1.0,1.0,4.0,16.036171,108.198449,14116850284,True
Shophouse Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đà Nẵng,Cẩm Lệ,,,,180.0,2.0,1.0,1.0,16.059989,108.212919,22854762237,True
Đất Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Hải Châu,,,,45.0,0.0,0.0,0.0,16.060877,108.189004,3454487496,True
Đất Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Hải Châu,,,,60.0,0.0,0.0,0.0,16.030673,108.203908,4712356060,True
Đất Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Hải Châu,,,,80.0,0.0,0.0,0.0,16.033528,108.220744,6028378232,True
Đất Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Hải Châu,,,,120.0,0.0,0.0,0.0,16.047222,108.221616,8805270106,True
Đất Hải Châu Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Hải Châu,,,,180.0,0.0,0.0,0.0,16.054537,108.215836,12681731752,True
Đất Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Sơn Trà,,,,45.0,0.0,0.0,0.0,16.035116,108.191053,3397100659,True
Đất Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Sơn Trà,,,,60.0,0.0,0.0,0.0,16.026845,108.207975,4404441978,True
Đất Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Sơn Trà,,,,80.0,0.0,0.0,0.0,16.043427,108.188936,6078320747,True
Đất Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Sơn Trà,,,,120.0,0.0,0.0,0.0,16.063294,108.218833,9156373091,True
Đất Sơn Trà Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Sơn Trà,,,,180.0,0.0,0.0,0.0,16.036219,108.219658,12585587305,True
Đất Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Cẩm Lệ,,,,45.0,0.0,0.0,0.0,16.022955,108.217333,3391365722,True
Đất Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Cẩm Lệ,,,,60.0,0.0,0.0,0.0,16.043687,108.188195,4296231273,True
Đất Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Cẩm Lệ,,,,80.0,0.0,0.0,0.0,16.044658,108.19911,5649523374,True
Đất Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Cẩm Lệ,,,,120.0,0.0,0.0,0.0,16.038175,108.204905,8518984898,True
Đất Cẩm Lệ Đà Nẵng,Coverage row generated from market priors and Hugging Face schema.,Đất,Đà Nẵng,Cẩm Lệ,,,,180.0,0.0,0.0,0.0,16.033213,108.183491,13102749391,True
Biệt thự/Nhà liền kề Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Lắk,Trung tâm,,,,45.0,2.0,1.0,4.0,12.667031,108.049707,1684553900,True
Biệt thự/Nhà liền kề Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Lắk,Trung tâm,,,,60.0,4.0,4.0,3.0,12.667326,108.029418,2414470741,True
Biệt thự/Nhà liền kề Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Lắk,Trung tâm,,,,80.0,1.0,5.0,2.0,12.663012,108.058079,2840642877,True
Biệt thự/Nhà liền kề Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Lắk,Trung tâm,,,,120.0,5.0,2.0,2.0,12.677271,108.031951,4889791010,True
Biệt thự/Nhà liền kề Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Lắk,Trung tâm,,,,180.0,1.0,1.0,4.0,12.680551,108.026764,6638822819,True
Căn hộ chung cư Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Lắk,Trung tâm,,,,45.0,5.0,1.0,3.0,12.684091,108.029706,797669145,True
Căn hộ chung cư Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Lắk,Trung tâm,,,,60.0,5.0,3.0,4.0,12.678726,108.061802,1209706880,True
Căn hộ chung cư Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Lắk,Trung tâm,,,,80.0,1.0,2.0,1.0,12.673558,108.044573,1494344619,True
Căn hộ chung cư Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Lắk,Trung tâm,,,,120.0,5.0,4.0,4.0,12.676413,108.020173,2444538998,True
Căn hộ chung cư Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Lắk,Trung tâm,,,,180.0,2.0,3.0,3.0,12.682369,108.059782,3806022747,True
Nhà Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Lắk,Trung tâm,,,,45.0,3.0,5.0,4.0,12.64509,108.05742,1477353214,True
Nhà Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Lắk,Trung tâm,,,,60.0,5.0,3.0,3.0,12.651809,108.037858,2019855972,True
Nhà Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Lắk,Trung tâm,,,,80.0,2.0,1.0,1.0,12.642267,108.063053,2213382833,True
Nhà Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Lắk,Trung tâm,,,,120.0,5.0,1.0,4.0,12.673774,108.025239,3918057876,True
Nhà Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Lắk,Trung tâm,,,,180.0,1.0,2.0,1.0,12.665869,108.043297,4945193425,True
Shophouse Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Lắk,Trung tâm,,,,45.0,3.0,2.0,4.0,12.683828,108.020872,2144593755,True
Shophouse Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Lắk,Trung tâm,,,,60.0,4.0,5.0,2.0,12.651846,108.052282,2973138087,True
Shophouse Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Lắk,Trung tâm,,,,80.0,2.0,3.0,1.0,12.658486,108.015479,3480234236,True
Shophouse Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Lắk,Trung tâm,,,,120.0,3.0,2.0,4.0,12.647771,108.036579,5124960059,True
Shophouse Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Lắk,Trung tâm,,,,180.0,4.0,2.0,4.0,12.669573,108.042722,8832943697,True
Đất Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Lắk,Trung tâm,,,,45.0,0.0,0.0,0.0,12.665188,108.04433,1159607466,True
Đất Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Lắk,Trung tâm,,,,60.0,0.0,0.0,0.0,12.689881,108.032577,1626093648,True
Đất Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Lắk,Trung tâm,,,,80.0,0.0,0.0,0.0,12.660319,108.030456,2116135692,True
Đất Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Lắk,Trung tâm,,,,120.0,0.0,0.0,0.0,12.650149,108.058237,3082813600,True
Đất Trung tâm Đắk Lắk,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Lắk,Trung tâm,,,,180.0,0.0,0.0,0.0,12.664915,108.01975,4616433643,True
Biệt thự/Nhà liền kề Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Nông,Trung tâm,,,,45.0,3.0,5.0,4.0,12.266658,107.602656,1498877861,True
Biệt thự/Nhà liền kề Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Nông,Trung tâm,,,,60.0,4.0,4.0,4.0,12.285357,107.630291,1913890853,True
Biệt thự/Nhà liền kề Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Nông,Trung tâm,,,,80.0,2.0,3.0,2.0,12.262658,107.608967,2390396317,True
Biệt thự/Nhà liền kề Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Nông,Trung tâm,,,,120.0,4.0,4.0,3.0,12.27745,107.632488,4171032234,True
Biệt thự/Nhà liền kề Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đắk Nông,Trung tâm,,,,180.0,4.0,4.0,2.0,12.288803,107.609863,5986101192,True
Căn hộ chung cư Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Nông,Trung tâm,,,,45.0,3.0,5.0,4.0,12.249471,107.609478,797238054,True
Căn hộ chung cư Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Nông,Trung tâm,,,,60.0,5.0,1.0,4.0,12.277173,107.615065,924620140,True
Căn hộ chung cư Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Nông,Trung tâm,,,,80.0,5.0,3.0,1.0,12.260279,107.601085,1258838977,True
Căn hộ chung cư Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Nông,Trung tâm,,,,120.0,1.0,2.0,2.0,12.278682,107.590149,1975895015,True
Căn hộ chung cư Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đắk Nông,Trung tâm,,,,180.0,5.0,5.0,2.0,12.262161,107.634236,3221527476,True
Nhà Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Nông,Trung tâm,,,,45.0,5.0,4.0,1.0,12.251192,107.625743,1224881138,True
Nhà Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Nông,Trung tâm,,,,60.0,2.0,4.0,1.0,12.270462,107.627219,1386333986,True
Nhà Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Nông,Trung tâm,,,,80.0,4.0,5.0,3.0,12.275861,107.631467,2051661198,True
Nhà Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Nông,Trung tâm,,,,120.0,4.0,2.0,1.0,12.260102,107.617863,3072161477,True
Nhà Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đắk Nông,Trung tâm,,,,180.0,4.0,3.0,2.0,12.28702,107.6343,4488796755,True
Shophouse Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Nông,Trung tâm,,,,45.0,1.0,4.0,1.0,12.26112,107.605325,1539470166,True
Shophouse Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Nông,Trung tâm,,,,60.0,3.0,2.0,3.0,12.247395,107.588847,2119616648,True
Shophouse Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Nông,Trung tâm,,,,80.0,1.0,4.0,3.0,12.24067,107.616197,2808278474,True
Shophouse Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Nông,Trung tâm,,,,120.0,4.0,3.0,4.0,12.271376,107.629578,4755741241,True
Shophouse Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đắk Nông,Trung tâm,,,,180.0,3.0,1.0,4.0,12.248671,107.58953,6829960047,True
Đất Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Nông,Trung tâm,,,,45.0,0.0,0.0,0.0,12.260996,107.630133,928454969,True
Đất Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Nông,Trung tâm,,,,60.0,0.0,0.0,0.0,12.253729,107.590293,1212770015,True
Đất Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Nông,Trung tâm,,,,80.0,0.0,0.0,0.0,12.278628,107.623336,1750755889,True
Đất Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Nông,Trung tâm,,,,120.0,0.0,0.0,0.0,12.278415,107.622946,2424031613,True
Đất Trung tâm Đắk Nông,Coverage row generated from market priors and Hugging Face schema.,Đất,Đắk Nông,Trung tâm,,,,180.0,0.0,0.0,0.0,12.271449,107.599908,3577571200,True
Biệt thự/Nhà liền kề Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Điện Biên,Trung tâm,,,,45.0,5.0,1.0,3.0,21.410366,103.019906,1127764171,True
Biệt thự/Nhà liền kề Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Điện Biên,Trung tâm,,,,60.0,3.0,2.0,3.0,21.385713,103.011123,1426878040,True
Biệt thự/Nhà liền kề Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Điện Biên,Trung tâm,,,,80.0,4.0,3.0,4.0,21.370025,103.033431,1998988959,True
Biệt thự/Nhà liền kề Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Điện Biên,Trung tâm,,,,120.0,5.0,5.0,2.0,21.368947,102.9986,3145716205,True
Biệt thự/Nhà liền kề Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Điện Biên,Trung tâm,,,,180.0,5.0,2.0,3.0,21.399945,103.04722,4575780366,True
Căn hộ chung cư Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Điện Biên,Trung tâm,,,,45.0,3.0,4.0,4.0,21.40972,103.037311,527513621,True
Căn hộ chung cư Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Điện Biên,Trung tâm,,,,60.0,1.0,5.0,1.0,21.375757,103.000669,774061383,True
Căn hộ chung cư Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Điện Biên,Trung tâm,,,,80.0,5.0,1.0,3.0,21.394876,103.024605,907408009,True
Căn hộ chung cư Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Điện Biên,Trung tâm,,,,120.0,4.0,1.0,2.0,21.388972,103.001094,1283642663,True
Căn hộ chung cư Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Điện Biên,Trung tâm,,,,180.0,4.0,5.0,3.0,21.40758,103.02466,2246387352,True
Nhà Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Nhà,Điện Biên,Trung tâm,,,,45.0,1.0,2.0,4.0,21.403761,103.000206,769952600,True
Nhà Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Nhà,Điện Biên,Trung tâm,,,,60.0,3.0,2.0,3.0,21.3922,103.039914,1147297208,True
Nhà Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Nhà,Điện Biên,Trung tâm,,,,80.0,1.0,4.0,3.0,21.393416,103.004799,1337718603,True
Nhà Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Nhà,Điện Biên,Trung tâm,,,,120.0,5.0,4.0,4.0,21.391065,103.025685,2333642209,True
Nhà Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Nhà,Điện Biên,Trung tâm,,,,180.0,1.0,4.0,4.0,21.368101,103.037556,3207943779,True
Shophouse Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Điện Biên,Trung tâm,,,,45.0,5.0,5.0,1.0,21.378103,103.035075,1332135172,True
Shophouse Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Điện Biên,Trung tâm,,,,60.0,2.0,4.0,2.0,21.388559,103.005636,1516832160,True
Shophouse Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Điện Biên,Trung tâm,,,,80.0,2.0,4.0,2.0,21.369683,103.026949,2017780402,True
Shophouse Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Điện Biên,Trung tâm,,,,120.0,1.0,4.0,3.0,21.388912,103.009425,3074316924,True
Shophouse Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Điện Biên,Trung tâm,,,,180.0,3.0,5.0,1.0,21.399765,103.044909,4830246635,True
Đất Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Đất,Điện Biên,Trung tâm,,,,45.0,0.0,0.0,0.0,21.37795,103.04491,683314524,True
Đất Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Đất,Điện Biên,Trung tâm,,,,60.0,0.0,0.0,0.0,21.397696,103.01884,922174921,True
Đất Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Đất,Điện Biên,Trung tâm,,,,80.0,0.0,0.0,0.0,21.409519,103.01299,1229821937,True
Đất Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Đất,Điện Biên,Trung tâm,,,,120.0,0.0,0.0,0.0,21.382967,103.035637,1768979825,True
Đất Trung tâm Điện Biên,Coverage row generated from market priors and Hugging Face schema.,Đất,Điện Biên,Trung tâm,,,,180.0,0.0,0.0,0.0,21.393317,103.032137,2647590095,True
Biệt thự/Nhà liền kề Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đồng Nai,Biên Hòa,,,,45.0,1.0,5.0,4.0,10.937873,106.849648,2856759672,True
Biệt thự/Nhà liền kề Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đồng Nai,Biên Hòa,,,,60.0,3.0,4.0,3.0,10.943205,106.851367,4241030341,True
Biệt thự/Nhà liền kề Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đồng Nai,Biên Hòa,,,,80.0,3.0,4.0,4.0,10.942262,106.842669,5981396044,True
Biệt thự/Nhà liền kề Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đồng Nai,Biên Hòa,,,,120.0,1.0,5.0,1.0,10.948442,106.840871,7616296807,True
Biệt thự/Nhà liền kề Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Biệt thự/Nhà liền kề,Đồng Nai,Biên Hòa,,,,180.0,1.0,2.0,1.0,10.943013,106.857251,11426738781,True
Căn hộ chung cư Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đồng Nai,Biên Hòa,,,,45.0,5.0,1.0,2.0,10.940138,106.859787,1548706640,True
Căn hộ chung cư Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đồng Nai,Biên Hòa,,,,60.0,4.0,3.0,3.0,10.953382,106.85986,2039420202,True
Căn hộ chung cư Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đồng Nai,Biên Hòa,,,,80.0,4.0,1.0,4.0,10.955361,106.857616,2815589808,True
Căn hộ chung cư Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đồng Nai,Biên Hòa,,,,120.0,2.0,3.0,2.0,10.946041,106.852412,4122332624,True
Căn hộ chung cư Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Căn hộ chung cư,Đồng Nai,Biên Hòa,,,,180.0,5.0,1.0,4.0,10.940558,106.834638,5979376061,True
Nhà Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đồng Nai,Biên Hòa,,,,45.0,2.0,2.0,3.0,10.97437,106.867293,2485670238,True
Nhà Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đồng Nai,Biên Hòa,,,,60.0,4.0,3.0,1.0,10.96407,106.849858,3341661250,True
Nhà Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đồng Nai,Biên Hòa,,,,80.0,3.0,2.0,4.0,10.951337,106.863584,4314163473,True
Nhà Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đồng Nai,Biên Hòa,,,,120.0,1.0,4.0,2.0,10.9732,106.860986,6378080871,True
Nhà Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Nhà,Đồng Nai,Biên Hòa,,,,180.0,3.0,2.0,2.0,10.957763,106.855563,10330217703,True
Shophouse Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đồng Nai,Biên Hòa,,,,45.0,4.0,3.0,1.0,10.936037,106.852425,3561814358,True
Shophouse Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đồng Nai,Biên Hòa,,,,60.0,1.0,4.0,2.0,10.974024,106.851393,4596266377,True
Shophouse Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đồng Nai,Biên Hòa,,,,80.0,2.0,4.0,2.0,10.971137,106.858939,6546548829,True
Shophouse Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đồng Nai,Biên Hòa,,,,120.0,4.0,4.0,4.0,10.962289,106.842262,9959905957,True
Shophouse Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Shophouse,Đồng Nai,Biên Hòa,,,,180.0,4.0,4.0,2.0,10.959404,106.854607,15849413236,True
Đất Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Đất,Đồng Nai,Biên Hòa,,,,45.0,0.0,0.0,0.0,10.95266,106.818968,1983342394,True
Đất Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Đất,Đồng Nai,Biên Hòa,,,,60.0,0.0,0.0,0.0,10.971822,106.861457,2698388066,True
Đất Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Đất,Đồng Nai,Biên Hòa,,,,80.0,0.0,0.0,0.0,10.94431,106.832463,3667683633,True
Đất Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Đất,Đồng Nai,Biên Hòa,,,,120.0,0.0,0.0,0.0,10.981101,106.846642,5256208647,True
Đất Biên Hòa Đồng Nai,Coverage row generated from market priors and Hugging Face schema.,Đất,Đồng Nai,Biên Hòa,,,,180.0,0.0,0.0,0.0,10.936998,106.828374,8523611084,True
